MeterNo,IsSuccessful,CompletedOn
CRYT3038130,True,2025-26-04 15:26:53,
CRYT3039843,True,2025-26-04 15:26:53,
CRYT3152782,False,2025-27-04 15:27:52,Id_1137 CRYT3152782 Could not open tcp connection
CRYT3164703,True,2025-26-04 15:26:53,
CRYT3162915,True,2025-26-04 15:26:53,
CRYT3151760,False,2025-27-04 15:27:52,Id_1140 CRYT3151760 Could not open tcp connection
CRYT3159939,True,2025-26-04 15:26:54,
CRYT3034779,True,2025-26-04 15:26:53,
CRYT3038667,True,2025-26-04 15:26:54,
CRYT3157189,False,2025-27-04 15:27:52,Id_1144 CRYT3157189 Could not open tcp connection
CRYT3163338,True,2025-26-04 15:26:54,
CRYT3152322,True,2025-26-04 15:26:54,
CRYT3038589,True,2025-27-04 15:27:02,
CRYT3070079,True,2025-27-04 15:27:02,
CRYT3040068,True,2025-26-04 15:26:55,
CRYT3065765,True,2025-26-04 15:26:54,
CRYT3015009,True,2025-26-04 15:26:55,
CRYT3044319,True,2025-26-04 15:26:55,
CRYT3016552,True,2025-27-04 15:27:02,
CRYT3038841,True,2025-26-04 15:26:56,
CRYT3164856,False,2025-27-04 15:27:54,Id_1155 CRYT3164856 Could not open tcp connection
CRYT3071700,True,2025-26-04 15:26:56,
CRYT3039466,True,2025-26-04 15:26:57,
CRYT3154720,True,2025-26-04 15:26:56,
CRYT3163470,True,2025-26-04 15:26:57,
CRYT3162198,False,2025-27-04 15:27:55,Id_1160 CRYT3162198 Could not open tcp connection
CRYT3162271,False,2025-27-04 15:27:55,Id_1161 CRYT3162271 Could not open tcp connection
CRYT3162680,True,2025-26-04 15:26:57,
CRYT3154128,True,2025-26-04 15:26:57,
CRYT3029964,False,2025-27-04 15:27:56,Id_1164 CRYT3029964 Could not open tcp connection
CRYT3036649,True,2025-26-04 15:26:57,
CRYT3163555,False,2025-27-04 15:27:56,Id_1166 CRYT3163555 Could not open tcp connection
CRYT3150937,True,2025-27-04 15:27:05,
CRYT3156749,True,2025-26-04 15:26:58,
CRYT3155936,False,2025-27-04 15:27:57,Id_1169 CRYT3155936 Could not open tcp connection
CRYT3162451,True,2025-27-04 15:27:00,
CRYT3157938,True,2025-26-04 15:26:59,
CRYT3151655,True,2025-27-04 15:27:00,
CRYT3154294,True,2025-27-04 15:27:01,
CRYT3153496,True,2025-27-04 15:27:01,
CRYT3015616,True,2025-27-04 15:27:01,
CRYT3031241,True,2025-27-04 15:27:01,
CRYT3044275,True,2025-27-04 15:27:01,
CRYT3066418,True,2025-27-04 15:27:01,
CRYT3035713,True,2025-27-04 15:27:02,
CRYT3071252,True,2025-27-04 15:27:08,
CRYT3041165,True,2025-27-04 15:27:01,
CRYT3034515,True,2025-27-04 15:27:09,
CRYT3154057,True,2025-27-04 15:27:02,
CRYT3161765,True,2025-27-04 15:27:02,
CRYT3031799,False,2025-28-04 15:28:00,Id_1185 CRYT3031799 Could not open tcp connection
CRYT3017275,False,2025-28-04 15:28:00,Id_1186 CRYT3017275 Could not open tcp connection
CRYT3160698,True,2025-27-04 15:27:02,
CRYT3034029,False,2025-28-04 15:28:01,Id_1188 CRYT3034029 Could not open tcp connection
CRYT3072984,False,2025-28-04 15:28:01,Id_1189 CRYT3072984 Could not open tcp connection
CRYT3069803,False,2025-28-04 15:28:01,Id_1190 CRYT3069803 Could not open tcp connection
CRYT3068634,True,2025-27-04 15:27:07,
CRYT3031393,True,2025-27-04 15:27:03,
CRYT3032161,True,2025-27-04 15:27:03,
CRYT3040593,True,2025-27-04 15:27:07,
CRYT3390517,False,2025-28-04 15:28:02,Id_1195 CRYT3390517 Could not open tcp connection
CRYT3380400,True,2025-27-04 15:27:05,
CRYT3019718,False,2025-28-04 15:28:03,Id_1197 CRYT3019718 Could not open tcp connection
CRYT3042964,True,2025-27-04 15:27:06,
CRYT3029798,True,2025-27-04 15:27:05,
CRYT3153837,True,2025-27-04 15:27:06,
CRYT3156018,True,2025-27-04 15:27:06,
CRYT3164154,True,2025-27-04 15:27:07,
CRYT3153997,True,2025-27-04 15:27:07,
CRYT3035676,True,2025-27-04 15:27:07,
CRYT3041718,True,2025-27-04 15:27:07,
CRYT3038326,True,2025-27-04 15:27:08,
CRYT3070874,True,2025-27-04 15:27:07,
CRYT3032403,True,2025-27-04 15:27:09,
CRYT3032412,True,2025-27-04 15:27:09,
CRYT3161998,True,2025-27-04 15:27:08,
CRYT3155210,True,2025-27-04 15:27:08,
CRYT3033996,True,2025-27-04 15:27:15,
CRYT3026117,True,2025-27-04 15:27:15,
CRYT3151178,True,2025-27-04 15:27:08,
CRYT3157568,True,2025-27-04 15:27:09,
CRYT3155224,True,2025-27-04 15:27:09,
CRYT3157398,True,2025-27-04 15:27:09,
CRYT3320992,True,2025-27-04 15:27:10,
CRYT3028371,False,2025-28-04 15:28:08,Id_1219 CRYT3028371 Could not open tcp connection
CRYT3038299,True,2025-27-04 15:27:10,
CRYT3015073,True,2025-27-04 15:27:16,
CRYT3017478,False,2025-28-04 15:28:08,Id_1222 CRYT3017478 Could not open tcp connection
CRYT3152314,False,2025-28-04 15:28:08,Id_1223 CRYT3152314 Could not open tcp connection
CRYT3035161,True,2025-27-04 15:27:11,
CRYT3029616,True,2025-27-04 15:27:10,
CRYT3164310,True,2025-27-04 15:27:10,
CRYT3161217,True,2025-27-04 15:27:10,
CRYT3160903,False,2025-28-04 15:28:09,Id_1228 CRYT3160903 Could not open tcp connection
CRYT3028288,True,2025-27-04 15:27:11,
CRYT3042521,True,2025-27-04 15:27:11,
CRYT3031624,True,2025-27-04 15:27:11,
CRYT3032099,True,2025-27-04 15:27:11,
CRYT3065612,True,2025-27-04 15:27:37,
CRYT3031532,True,2025-27-04 15:27:12,
CRYT3038275,True,2025-27-04 15:27:12,
CRYT3036060,True,2025-27-04 15:27:12,
CRYT3019893,False,2025-28-04 15:28:11,Id_1237 CRYT3019893 Could not open tcp connection
CRYT3069420,False,2025-28-04 15:28:11,Id_1238 CRYT3069420 Could not open tcp connection
CRYT3069622,True,2025-27-04 15:27:13,
CRYT3070189,True,2025-27-04 15:27:13,
CRYT3032138,True,2025-27-04 15:27:13,
CRYT3043470,True,2025-27-04 15:27:14,
CRYT3042212,True,2025-27-04 15:27:14,
CRYT3029716,True,2025-27-04 15:27:16,
CRYT3039646,True,2025-27-04 15:27:16,
CRYT3073758,True,2025-27-04 15:27:15,
CRYT3039554,False,2025-28-04 15:28:14,Id_1247 CRYT3039554 Could not open tcp connection
CRYT3034223,True,2025-27-04 15:27:16,
CRYT3019900,True,2025-27-04 15:27:18,
CRYT3015129,True,2025-27-04 15:27:16,
CRYT3151261,False,2025-28-04 15:28:15,Id_1251 CRYT3151261 Could not open tcp connection
CRYT3159308,True,2025-27-04 15:27:17,
CRYT3162438,True,2025-27-04 15:27:17,
CRYT3069275,True,2025-27-04 15:27:17,
CRYT3067876,True,2025-27-04 15:27:16,
CRYT3069369,True,2025-27-04 15:27:39,
CRYT3068772,True,2025-27-04 15:27:24,
CRYT3072239,True,2025-27-04 15:27:17,
CRYT3154953,False,2025-28-04 15:28:15,Id_1259 CRYT3154953 Could not open tcp connection
CRYT3152681,True,2025-27-04 15:27:17,
CRYT3032057,True,2025-27-04 15:27:25,
CRYT3158871,True,2025-27-04 15:27:18,
CRYT3162863,True,2025-27-04 15:27:17,
CRYT3153793,True,2025-27-04 15:27:18,
CRYT3155327,True,2025-27-04 15:27:18,
CRYT3042637,True,2025-27-04 15:27:18,
CRYT3032967,True,2025-27-04 15:27:26,
CRYT3067955,True,2025-27-04 15:27:19,
CRYT3065030,True,2025-27-04 15:27:19,
CRYT3072680,False,2025-28-04 15:28:17,Id_1270 CRYT3072680 Could not open tcp connection
CRYT3017489,True,2025-27-04 15:27:18,
CRYT3037039,True,2025-27-04 15:27:18,
CRYT3162261,True,2025-27-04 15:27:19,
CRYT3028973,True,2025-27-04 15:27:19,
CRYT3036347,True,2025-27-04 15:27:19,
CRYT3042909,True,2025-27-04 15:27:20,
CRYT3029556,True,2025-27-04 15:27:19,
CRYT3027272,False,2025-28-04 15:28:18,Id_1278 CRYT3027272 Could not open tcp connection
CRYT3067026,True,2025-27-04 15:27:20,
CRYT3163539,True,2025-27-04 15:27:19,
CRYT3066632,True,2025-27-04 15:27:19,
CRYT3031955,True,2025-27-04 15:27:20,
CRYT3038164,True,2025-27-04 15:27:20,
CRYT3163881,False,2025-28-04 15:28:18,Id_1284 CRYT3163881 Could not open tcp connection
CRYT3154623,True,2025-27-04 15:27:20,
CRYT3163645,True,2025-27-04 15:27:27,
CRYT3151482,True,2025-27-04 15:27:20,
CRYT3155695,True,2025-27-04 15:27:20,
CRYT3025259,True,2025-27-04 15:27:20,
CRYT3026078,True,2025-27-04 15:27:21,
CRYT3040408,True,2025-27-04 15:27:21,
CRYT3074324,True,2025-27-04 15:27:21,
CRYT3073292,True,2025-27-04 15:27:22,
CRYT3065542,True,2025-27-04 15:27:21,
CRYT3067902,True,2025-27-04 15:27:21,
CRYT3034974,True,2025-27-04 15:27:22,
CRYT3018810,True,2025-27-04 15:27:22,
CRYT3152328,True,2025-27-04 15:27:21,
CRYT3155388,True,2025-27-04 15:27:22,
CRYT3151954,False,2025-28-04 15:28:20,Id_1300 CRYT3151954 Could not open tcp connection
CRYT3156653,True,2025-27-04 15:27:29,
CRYT3150840,True,2025-27-04 15:27:22,
CRYT3041746,True,2025-27-04 15:27:23,
CRYT3038814,False,2025-28-04 15:28:21,Id_1304 CRYT3038814 Could not open tcp connection
CRYT3019623,False,2025-28-04 15:28:21,Id_1305 CRYT3019623 Could not open tcp connection
CRYT3028365,False,2025-28-04 15:28:21,Id_1306 CRYT3028365 Could not open tcp connection
CRYT3019791,True,2025-27-04 15:27:22,
CRYT3037304,True,2025-27-04 15:27:23,
CRYT3035312,True,2025-27-04 15:27:23,
CRYT3031046,True,2025-27-04 15:27:30,
CRYT3035520,True,2025-27-04 15:27:23,
CRYT3033085,False,2025-28-04 15:28:22,Id_1312 CRYT3033085 Could not open tcp connection
CRYT3040704,True,2025-27-04 15:27:24,
CRYT3066371,True,2025-27-04 15:27:24,
CRYT3065911,False,2025-28-04 15:28:23,Id_1315 CRYT3065911 Could not open tcp connection
CRYT3065721,True,2025-27-04 15:27:25,
CRYT3043668,True,2025-27-04 15:27:25,
CRYT3029236,True,2025-27-04 15:27:26,
CRYT3034356,True,2025-27-04 15:27:25,
CRYT3019905,False,2025-28-04 15:28:24,Id_1320 CRYT3019905 Could not open tcp connection
CRYT3036641,True,2025-27-04 15:27:26,
CRYT3019332,True,2025-27-04 15:27:26,
CRYT3015174,True,2025-27-04 15:27:27,
CRYT3067853,True,2025-27-04 15:27:34,
CRYT3065205,True,2025-27-04 15:27:27,
CRYT3036746,True,2025-27-04 15:27:28,
CRYT3154938,True,2025-27-04 15:27:29,
CRYT3160267,True,2025-27-04 15:27:28,
CRYT3150459,True,2025-27-04 15:27:27,
CRYT3153543,True,2025-27-04 15:27:27,
CRYT3314039,True,2025-27-04 15:27:28,
CRYT3028107,True,2025-27-04 15:27:35,
CRYT3072285,True,2025-27-04 15:27:29,
CRYT3027994,True,2025-27-04 15:27:35,
CRYT3031606,True,2025-27-04 15:27:28,
CRYT3069306,False,2025-28-04 15:28:27,Id_1336 CRYT3069306 Could not open tcp connection
CRYT3065535,True,2025-27-04 15:27:29,
CRYT3016669,True,2025-27-04 15:27:30,
CRYT3032306,True,2025-27-04 15:27:29,
CRYT3074357,True,2025-27-04 15:27:30,
CRYT3074800,True,2025-27-04 15:27:31,
CRYT3017163,True,2025-27-04 15:27:31,
CRYT3311026,True,2025-27-04 15:27:31,
CRYT3017855,True,2025-27-04 15:27:30,
CRYT3016144,True,2025-27-04 15:27:31,
CRYT3025496,True,2025-27-04 15:27:30,
CRYT3043931,True,2025-27-04 15:27:31,
CRYT3019670,True,2025-27-04 15:27:32,
CRYT3070030,True,2025-27-04 15:27:31,
CRYT3018716,True,2025-27-04 15:27:31,
CRYT3042735,True,2025-27-04 15:27:32,
CRYT3043462,True,2025-27-04 15:27:31,
CRYT3035429,True,2025-27-04 15:27:33,
CRYT3019803,False,2025-28-04 15:28:30,Id_1354 CRYT3019803 Could not open tcp connection
CRYT3038961,True,2025-27-04 15:27:32,
CRYT3072169,False,2025-28-04 15:28:30,Id_1356 CRYT3072169 Could not open tcp connection
CRYT3066426,True,2025-27-04 15:27:32,
CRYT3068644,True,2025-27-04 15:27:33,
CRYT3043880,True,2025-27-04 15:27:33,
CRYT3157127,True,2025-27-04 15:27:33,
CRYT3153425,True,2025-27-04 15:27:33,
CRYT3159234,True,2025-27-04 15:27:33,
CRYT3153962,True,2025-27-04 15:27:33,
CRYT3074812,False,2025-28-04 15:28:32,Id_1364 CRYT3074812 Could not open tcp connection
CRYT3154635,True,2025-27-04 15:27:34,
CRYT3153685,True,2025-27-04 15:27:33,
CRYT3159770,False,2025-28-04 15:28:32,Id_1367 CRYT3159770 Could not open tcp connection
CRYT3159428,True,2025-27-04 15:27:34,
CRYT3157861,True,2025-27-04 15:27:34,
CRYT3154117,True,2025-27-04 15:27:34,
CRYT3035690,True,2025-27-04 15:27:35,
CRYT3030455,True,2025-27-04 15:27:35,
CRYT3028963,True,2025-27-04 15:27:35,
CRYT3027322,True,2025-27-04 15:27:35,
CRYT3035736,True,2025-27-04 15:27:35,
CRYT3015950,True,2025-27-04 15:27:36,
CRYT3039794,True,2025-27-04 15:27:36,
CRYT3018022,True,2025-27-04 15:27:36,
CRYT3033783,True,2025-27-04 15:27:36,
CRYT3033810,True,2025-27-04 15:27:36,
CRYT3039155,True,2025-27-04 15:27:37,
CRYT3069631,True,2025-27-04 15:27:36,
CRYT3040500,True,2025-27-04 15:27:37,
CRYT3068419,True,2025-27-04 15:27:37,
CRYT3065610,True,2025-27-04 15:27:37,
CRYT3065813,False,2025-28-04 15:28:36,Id_1386 CRYT3065813 Could not open tcp connection
CRYT3038568,True,2025-27-04 15:27:37,
CRYT3070667,False,2025-28-04 15:28:36,Id_1388 CRYT3070667 Could not open tcp connection
CRYT3072901,True,2025-27-04 15:27:45,
CRYT3071963,True,2025-27-04 15:27:38,
CRYT3065254,True,2025-27-04 15:27:38,
CRYT3033608,False,2025-28-04 15:28:36,Id_1392 CRYT3033608 Could not open tcp connection
CRYT3029023,False,2025-28-04 15:28:36,Id_1393 CRYT3029023 Could not open tcp connection
CRYT3035188,True,2025-27-04 15:27:38,
CRYT3034816,True,2025-27-04 15:27:39,
CRYT3030439,True,2025-27-04 15:27:39,
CRYT3162508,True,2025-27-04 15:27:40,
CRYT3074677,True,2025-27-04 15:27:40,
CRYT3069077,True,2025-27-04 15:27:48,
CRYT3029214,True,2025-27-04 15:27:39,
CRYT3036849,False,2025-28-04 15:28:38,Id_1401 CRYT3036849 Could not open tcp connection
CRYT3018513,True,2025-27-04 15:27:40,
CRYT3044691,True,2025-27-04 15:27:40,
CRYT3158143,True,2025-27-04 15:27:41,
CRYT3154968,True,2025-27-04 15:27:41,
CRYT3071685,True,2025-27-04 15:27:41,
CRYT3070886,True,2025-27-04 15:27:48,
CRYT3026728,True,2025-27-04 15:27:42,
CRYT3017942,True,2025-27-04 15:27:42,
CRYT3164574,True,2025-27-04 15:27:42,
CRYT3156014,True,2025-27-04 15:27:42,
CRYT3383431,False,2025-28-04 15:28:41,Id_1412 CRYT3383431 Could not open tcp connection
CRYT3160525,True,2025-27-04 15:27:42,
CRYT3158878,True,2025-27-04 15:27:43,
CRYT3152233,True,2025-27-04 15:27:43,
CRYT3155744,False,2025-28-04 15:28:41,Id_1416 CRYT3155744 Could not open tcp connection
CRYT3164010,True,2025-27-04 15:27:43,
CRYT3151011,True,2025-28-04 15:28:44,
CRYT3150252,True,2025-27-04 15:27:52,
CRYT3015679,True,2025-27-04 15:27:45,
CRYT3044169,True,2025-27-04 15:27:45,
CRYT3040538,True,2025-27-04 15:27:45,
CRYT3035507,True,2025-27-04 15:27:46,
CRYT3065607,True,2025-27-04 15:27:45,
CRYT3071850,True,2025-27-04 15:27:53,
CRYT3071137,True,2025-27-04 15:27:47,
CRYT3065187,True,2025-27-04 15:27:46,
CRYT3032643,True,2025-27-04 15:27:47,
CRYT3016331,True,2025-27-04 15:27:47,
CRYT3033630,True,2025-27-04 15:27:55,
CRYT3019589,False,2025-28-04 15:28:46,Id_1431 CRYT3019589 Could not open tcp connection
CRYT3019999,False,2025-28-04 15:28:46,Id_1432 CRYT3019999 Could not open tcp connection
CRYT3034877,True,2025-27-04 15:27:55,
CRYT3040307,True,2025-27-04 15:27:47,
CRYT3070193,True,2025-27-04 15:27:54,
CRYT3066821,True,2025-27-04 15:27:48,
CRYT3016672,True,2025-27-04 15:27:55,
CRYT3037206,True,2025-27-04 15:27:49,
CRYT3040929,True,2025-27-04 15:27:49,
CRYT3156299,True,2025-27-04 15:27:49,
CRYT3154309,True,2025-27-04 15:27:50,
CRYT3156668,True,2025-27-04 15:27:56,
CRYT3164059,False,2025-28-04 15:28:48,Id_1443 CRYT3164059 Could not open tcp connection
CRYT3157423,True,2025-27-04 15:27:51,
CRYT3074511,True,2025-27-04 15:27:51,
CRYT3158227,True,2025-27-04 15:27:52,
CRYT3070917,True,2025-27-04 15:27:52,
CRYT3070855,True,2025-27-04 15:27:52,
CRYT3068663,True,2025-27-04 15:27:51,
CRYT3071433,True,2025-27-04 15:27:52,
CRYT3036350,True,2025-27-04 15:27:53,
CRYT3155939,True,2025-27-04 15:27:53,
CRYT3017211,False,2025-28-04 15:28:51,Id_1453 CRYT3017211 Could not open tcp connection
CRYT3163819,False,2025-28-04 15:28:51,Id_1454 CRYT3163819 Could not open tcp connection
CRYT3155438,True,2025-27-04 15:27:53,
CRYT3162437,True,2025-27-04 15:27:53,
CRYT3338917,True,2025-27-04 15:27:53,
CRYT3041871,True,2025-27-04 15:27:53,
CRYT3036645,True,2025-27-04 15:27:54,
CRYT3019321,True,2025-27-04 15:27:54,
CRYT3019601,False,2025-28-04 15:28:52,Id_1461 CRYT3019601 Could not open tcp connection
CRYT3041141,True,2025-27-04 15:27:54,
CRYT3017881,True,2025-27-04 15:27:55,
CRYT3040616,True,2025-27-04 15:27:55,
CRYT3071406,True,2025-27-04 15:27:55,
CRYT3069560,True,2025-27-04 15:27:56,
CRYT3025937,True,2025-27-04 15:27:54,
CRYT3037679,True,2025-27-04 15:27:55,
CRYT3015102,True,2025-27-04 15:27:55,
CRYT3159444,True,2025-27-04 15:27:56,
CRYT3028727,True,2025-28-04 15:28:05,
CRYT3029614,True,2025-27-04 15:27:56,
CRYT3071978,True,2025-27-04 15:27:55,
CRYT3070563,True,2025-28-04 15:28:05,
CRYT3071345,True,2025-27-04 15:27:56,
CRYT3152969,True,2025-27-04 15:27:56,
CRYT3150149,True,2025-27-04 15:27:55,
CRYT3158857,True,2025-27-04 15:27:57,
CRYT3026135,True,2025-27-04 15:27:56,
CRYT3067726,True,2025-27-04 15:27:57,
CRYT3068674,True,2025-27-04 15:27:57,
CRYT3072838,True,2025-28-04 15:28:05,
CRYT3071432,True,2025-27-04 15:27:57,
CRYT3037301,True,2025-27-04 15:27:58,
CRYT3162320,True,2025-28-04 15:28:05,
CRYT3158341,True,2025-28-04 15:28:07,
CRYT3159449,True,2025-27-04 15:27:57,
CRYT3156761,True,2025-27-04 15:27:58,
CRYT3160052,True,2025-27-04 15:27:58,
CRYT3161249,True,2025-27-04 15:27:58,
CRYT3070932,True,2025-27-04 15:27:59,
CRYT3065494,True,2025-27-04 15:27:58,
CRYT3160573,True,2025-27-04 15:27:57,
CRYT3150456,True,2025-27-04 15:27:59,
CRYT3156554,True,2025-27-04 15:27:59,
CRYT3162739,True,2025-28-04 15:28:00,
CRYT3151193,True,2025-27-04 15:27:59,
CRYT3162413,False,2025-28-04 15:28:56,Id_1498 CRYT3162413 Could not open tcp connection
CRYT3150892,True,2025-28-04 15:28:00,
CRYT3150493,True,2025-27-04 15:27:59,
CRYT3314325,True,2025-28-04 15:28:01,
CRYT3027845,False,2025-28-04 15:28:57,Id_1502 CRYT3027845 Could not open tcp connection
CRYT3025810,True,2025-28-04 15:28:00,
CRYT3373311,True,2025-28-04 15:28:09,
CRYT3036736,True,2025-28-04 15:28:03,
CRYT3016950,True,2025-28-04 15:28:01,
CRYT3016160,True,2025-28-04 15:28:02,
CRYT3039157,True,2025-28-04 15:28:01,
CRYT3068806,True,2025-28-04 15:28:01,
CRYT3066867,True,2025-28-04 15:28:02,
CRYT3027993,True,2025-28-04 15:28:01,
CRYT3037999,False,2025-28-04 15:28:58,Id_1512 CRYT3037999 Could not open tcp connection
CRYT3067339,True,2025-28-04 15:28:03,
CRYT3031236,True,2025-28-04 15:28:11,
CRYT3036300,True,2025-28-04 15:28:03,
CRYT3026642,True,2025-28-04 15:28:03,
CRYT3034960,True,2025-28-04 15:28:02,
CRYT3034841,True,2025-28-04 15:28:02,
CRYT3408182,True,2025-28-04 15:28:02,
CRYT3163399,True,2025-28-04 15:28:03,
CRYT3161218,True,2025-28-04 15:28:02,
CRYT3162532,True,2025-28-04 15:28:03,
CRYT3031630,True,2025-28-04 15:28:03,
CRYT3070933,True,2025-28-04 15:28:04,
CRYT3154137,False,2025-29-04 15:29:00,Id_1525 CRYT3154137 Could not open tcp connection
CRYT3163236,True,2025-28-04 15:28:03,
CRYT3070675,True,2025-28-04 15:28:03,
CRYT3039248,False,2025-29-04 15:29:00,Id_1528 CRYT3039248 Could not open tcp connection
CRYT3017467,True,2025-28-04 15:28:04,
CRYT3162000,True,2025-28-04 15:28:04,
CRYT3157386,True,2025-28-04 15:28:04,
CRYT3160684,True,2025-28-04 15:28:05,
CRYT3036290,True,2025-28-04 15:28:04,
CRYT3027549,True,2025-28-04 15:28:13,
CRYT3043805,True,2025-28-04 15:28:04,
CRYT3038390,True,2025-28-04 15:28:05,
CRYT3036406,True,2025-28-04 15:28:05,
CRYT3038259,True,2025-28-04 15:28:06,
CRYT3027799,True,2025-28-04 15:28:05,
CRYT3066042,True,2025-28-04 15:28:06,
CRYT3074168,False,2025-29-04 15:29:01,Id_1541 CRYT3074168 Could not open tcp connection
CRYT3067214,True,2025-28-04 15:28:06,
CRYT3070784,True,2025-28-04 15:28:05,
CRYT3070291,True,2025-28-04 15:28:05,
CRYT3029752,True,2025-28-04 15:28:05,
CRYT3027243,True,2025-28-04 15:28:06,
CRYT3163014,True,2025-28-04 15:28:05,
CRYT3017956,True,2025-28-04 15:28:06,
CRYT3037464,True,2025-28-04 15:28:07,
CRYT3015821,True,2025-28-04 15:28:07,
CRYT3044461,True,2025-28-04 15:28:06,
CRYT3018363,True,2025-28-04 15:28:07,
CRYT3035363,True,2025-28-04 15:28:06,
CRYT3067508,True,2025-28-04 15:28:06,
CRYT3160115,False,2025-29-04 15:29:03,Id_1555 CRYT3160115 Could not open tcp connection
CRYT3156714,True,2025-28-04 15:28:06,
CRYT3154883,True,2025-28-04 15:28:07,
CRYT3382173,True,2025-28-04 15:28:07,
CRYT3015536,True,2025-28-04 15:28:07,
CRYT3027676,True,2025-28-04 15:28:14,
CRYT3017992,False,2025-29-04 15:29:03,Id_1561 CRYT3017992 Could not open tcp connection
CRYT3035318,True,2025-28-04 15:28:08,
CRYT3016984,False,2025-29-04 15:29:03,Id_1563 CRYT3016984 Could not open tcp connection
CRYT3032561,True,2025-28-04 15:28:08,
CRYT3038099,False,2025-29-04 15:29:03,Id_1565 CRYT3038099 Could not open tcp connection
CRYT3065459,True,2025-28-04 15:28:08,
CRYT3065372,False,2025-29-04 15:29:04,Id_1567 CRYT3065372 Could not open tcp connection
CRYT3028690,True,2025-28-04 15:28:08,
CRYT3016708,True,2025-28-04 15:28:09,
CRYT3032661,True,2025-28-04 15:28:07,
CRYT3160211,True,2025-28-04 15:28:08,
CRYT3152975,True,2025-28-04 15:28:09,
CRYT3154625,True,2025-28-04 15:28:10,
CRYT3163567,False,2025-29-04 15:29:04,Id_1574 CRYT3163567 Could not open tcp connection
CRYT3161055,True,2025-28-04 15:28:10,
CRYT3015842,True,2025-28-04 15:28:09,
CRYT3035236,True,2025-28-04 15:28:08,
CRYT3066873,True,2025-28-04 15:28:15,
CRYT3163813,True,2025-28-04 15:28:09,
CRYT3017092,True,2025-28-04 15:28:10,
CRYT3035916,True,2025-28-04 15:28:08,
CRYT3026310,True,2025-28-04 15:28:11,
CRYT3073060,True,2025-28-04 15:28:10,
CRYT3065675,True,2025-28-04 15:28:09,
CRYT3067380,True,2025-28-04 15:28:11,
CRYT3031013,True,2025-28-04 15:28:10,
CRYT3042625,False,2025-29-04 15:29:05,Id_1587 CRYT3042625 Could not open tcp connection
CRYT3041807,True,2025-28-04 15:28:11,
CRYT3151120,True,2025-28-04 15:28:10,
CRYT3150736,False,2025-29-04 15:29:05,Id_1590 CRYT3150736 Could not open tcp connection
CRYT3163147,False,2025-29-04 15:29:05,Id_1591 CRYT3163147 Could not open tcp connection
CRYT3155525,False,2025-29-04 15:29:05,Id_1592 CRYT3155525 Could not open tcp connection
CRYT3017492,True,2025-28-04 15:28:12,
CRYT3018809,True,2025-28-04 15:28:12,
CRYT3025117,True,2025-28-04 15:28:11,
CRYT3072263,True,2025-28-04 15:28:11,
CRYT3072574,True,2025-28-04 15:28:11,
CRYT3065132,True,2025-28-04 15:28:12,
CRYT3040373,True,2025-28-04 15:28:12,
CRYT3040051,True,2025-28-04 15:28:12,
CRYT3155733,False,2025-29-04 15:29:06,Id_1601 CRYT3155733 Could not open tcp connection
CRYT3164700,True,2025-28-04 15:28:12,
CRYT3160958,True,2025-28-04 15:28:13,
CRYT3156503,True,2025-28-04 15:28:12,
CRYT3164985,True,2025-28-04 15:28:12,
CRYT3150371,True,2025-28-04 15:28:13,
CRYT3155503,True,2025-28-04 15:28:16,
CRYT3073686,True,2025-28-04 15:28:13,
CRYT3158489,True,2025-28-04 15:28:13,
CRYT3154687,True,2025-28-04 15:28:17,
CRYT3033277,True,2025-28-04 15:28:13,
CRYT3042667,True,2025-28-04 15:28:17,
CRYT3015438,True,2025-28-04 15:28:13,
CRYT3069585,True,2025-28-04 15:28:13,
CRYT3015854,True,2025-28-04 15:28:13,
CRYT3160689,True,2025-28-04 15:28:18,
CRYT3152797,False,2025-29-04 15:29:08,Id_1617 CRYT3152797 Could not open tcp connection
CRYT3162390,False,2025-29-04 15:29:08,Id_1618 CRYT3162390 Could not open tcp connection
CRYT3015070,True,2025-28-04 15:28:13,
CRYT3036574,True,2025-28-04 15:28:13,
CRYT3015270,False,2025-29-04 15:29:09,Id_1621 CRYT3015270 Could not open tcp connection
CRYT3037149,True,2025-28-04 15:28:14,
CRYT3034443,True,2025-28-04 15:28:20,
CRYT3019828,True,2025-28-04 15:28:18,
CRYT3065115,True,2025-28-04 15:28:13,
CRYT3066493,True,2025-28-04 15:28:14,
CRYT3156832,True,2025-28-04 15:28:14,
CRYT3160356,True,2025-28-04 15:28:14,
CRYT3074564,True,2025-28-04 15:28:14,
CRYT3151125,True,2025-28-04 15:28:15,
CRYT3150998,True,2025-28-04 15:28:14,
CRYT3163189,False,2025-29-04 15:29:11,Id_1632 CRYT3163189 Could not open tcp connection
CRYT3156672,True,2025-28-04 15:28:15,
CRYT3017062,False,2025-29-04 15:29:11,Id_1634 CRYT3017062 Could not open tcp connection
CRYT3037734,True,2025-28-04 15:28:14,
CRYT3029606,True,2025-28-04 15:28:15,
CRYT3157179,True,2025-28-04 15:28:15,
CRYT3031621,True,2025-28-04 15:28:15,
CRYT3039534,True,2025-28-04 15:28:15,
CRYT3034659,True,2025-28-04 15:28:21,
CRYT3035127,True,2025-28-04 15:28:16,
CRYT3068804,True,2025-28-04 15:28:15,
CRYT3071633,True,2025-28-04 15:28:15,
CRYT3072171,True,2025-28-04 15:28:15,
