Meter No.,IP ,Keys 
CRYT3034782,2405:0203:c3f4:9E22:0000:0000:0000:0010,123
CRYT3041920,2405:0203:c3f4:ADC2:0000:0000:0000:0010,123
CRYT3152948,2405:0203:c3f4:F175:0000:0000:0000:0010,123
CRYT3159058,2405:0203:c3f9:B4C0:0000:0000:0000:0010,123
CRYT3155243,2405:0203:c3f4:EE67:0000:0000:0000:0010,123
CRYT3018303,2405:0203:c3f4:768F:0000:0000:0000:0010,123
CRYT3159498,2405:0203:c3f9:BA52:0000:0000:0000:0010,123
CRYT3362784,2405:0203:c3fa:DFB3:0000:0000:0000:0010,123
CRYT3161698,2405:0203:c3f9:A6B1:0000:0000:0000:0010,123
CRYT3044294,2405:0203:c3f4:81ED:0000:0000:0000:0010,123
CRYT3025345,2405:0203:c3f4:3D41:0000:0000:0000:0010,123
CRYT3155984,2405:0203:c3f4:E86B:0000:0000:0000:0010,123
CRYT3032786,2405:0203:c3f4:ADE1:0000:0000:0000:0010,123
CRYT3162296,2405:0203:c3f4:EE33:0000:0000:0000:0010,123
CRYT3042742,2405:0203:c3f4:AB35:0000:0000:0000:0010,123
CRYT3030461,2405:0203:c3f4:B7B3:0000:0000:0000:0010,123
CRYT3044569,2405:0203:c3f4:7867:0000:0000:0000:0010,123
CRYT3152909,2405:0203:c3f4:F52B:0000:0000:0000:0010,123
CRYT3158505,2405:0203:c3f9:AB4A:0000:0000:0000:0010,123
CRYT3153865,2405:0203:c3f4:F477:0000:0000:0000:0010,123
CRYT3016055,2405:0203:c3f4:4D6E:0000:0000:0000:0010,123
CRYT3160879,2405:0203:c3f9:9DBC:0000:0000:0000:0010,123
CRYT3373008,2405:0203:c3e0:BD78:0000:0000:0000:0010,123
CRYT3032503,2405:0203:c3f4:A313:0000:0000:0000:0010,123
CRYT3157753,2405:0203:c3f4:E4FE:0000:0000:0000:0010,123
CRYT3336332,2405:0203:c3e0:5684:0000:0000:0000:0010,123
CRYT3032472,2405:0203:c3f4:A805:0000:0000:0000:0010,123
CRYT3018605,2405:0203:c3f4:620F:0000:0000:0000:0010,123
CRYT3163439,2405:0203:c3f9:AA48:0000:0000:0000:0010,123
CRYT3068912,2405:0203:c3f4:CEB1:0000:0000:0000:0010,123
CRYT3067064,2405:0203:c3f4:C995:0000:0000:0000:0010,123
CRYT3157865,2405:0203:c3f9:B079:0000:0000:0000:0010,123
CRYT3037137,2405:0203:c3f4:722D:0000:0000:0000:0010,123
CRYT3035331,2405:0203:c3f4:82AE:0000:0000:0000:0010,123
CRYT3070395,2405:0203:c3f4:CC68:0000:0000:0000:0010,123
CRYT3162544,2405:0203:c3f4:F00D:0000:0000:0000:0010,123
CRYT3042627,2405:0203:c3f4:A9CF:0000:0000:0000:0010,123
CRYT3028882,2405:0203:c3f4:5FCA:0000:0000:0000:0010,123
CRYT3153146,2405:0203:c3f9:99EA:0000:0000:0000:0010,123
CRYT3162651,2405:0203:c3f4:F6A9:0000:0000:0000:0010,123
CRYT3025543,2405:0203:c3f4:4051:0000:0000:0000:0010,123
CRYT3153103,2405:0203:c3f9:A245:0000:0000:0000:0010,123
CRYT3150920,2405:0203:c3f9:A08F:0000:0000:0000:0010,123
CRYT3033550,2405:0203:c3f4:A086:0000:0000:0000:0010,123
CRYT3159237,2405:0203:c3f9:B475:0000:0000:0000:0010,123
CRYT3035215,2405:0203:c3f4:7B0B:0000:0000:0000:0010,123
CRYT3037225,2405:0203:c3f4:7AF0:0000:0000:0000:0010,123
CRYT3072301,2405:0203:c3f9:89DD:0000:0000:0000:0010,123
CRYT3163635,2405:0203:c3f9:AC4F:0000:0000:0000:0010,123
CRYT3065420,2405:0203:c3f4:7A0B:0000:0000:0000:0010,123
CRYT3027219,2405:0203:c3f4:46E8:0000:0000:0000:0010,123
CRYT3031248,2405:0203:c3f4:BFEA:0000:0000:0000:0010,123
CRYT3030621,2405:0203:c3f4:B8B0:0000:0000:0000:0010,123
CRYT3073735,2405:0203:c3f9:8547:0000:0000:0000:0010,123
CRYT3030446,2405:0203:c3f4:BAFC:0000:0000:0000:0010,123
CRYT3160669,2405:0203:c3f9:9A44:0000:0000:0000:0010,123
CRYT3044400,2405:0203:c3f4:809E:0000:0000:0000:0010,123
CRYT3066351,2405:0203:c3f4:6401:0000:0000:0000:0010,123
CRYT3162691,2405:0203:c3f4:F39E:0000:0000:0000:0010,123
CRYT3068909,2405:0203:c3f4:CED2:0000:0000:0000:0010,123
CRYT3349165,2405:0203:c3e0:CC1F:0000:0000:0000:0010,123
CRYT3031124,2405:0203:c3f4:BE5A:0000:0000:0000:0010,123
CRYT3150934,2405:0203:c3f9:A1AA:0000:0000:0000:0010,123
CRYT3072336,2405:0203:c3f9:8998:0000:0000:0000:0010,123
CRYT3033603,2405:0203:c3f4:ABA4:0000:0000:0000:0010,123
CRYT3154745,2405:0203:c3f4:E96D:0000:0000:0000:0010,123
CRYT3368029,2405:0203:c3e0:CCFE:0000:0000:0000:0010,123
CRYT3150025,2405:0203:c3f9:619D:0000:0000:0000:0010,123
CRYT3150552,2405:0203:c3f9:5C2C:0000:0000:0000:0010,123
CRYT3153909,2405:0203:c3f4:F0F0:0000:0000:0000:0010,123
CRYT3042417,2405:0203:c3f4:A164:0000:0000:0000:0010,123
CRYT3025873,2405:0203:c3f4:3C11:0000:0000:0000:0010,123
CRYT3044797,2405:0203:c3f4:7A7B:0000:0000:0000:0010,123
CRYT3069147,2405:0203:c3f4:C482:0000:0000:0000:0010,123
CRYT3068535,2405:0203:c3f4:CF92:0000:0000:0000:0010,123
CRYT3035042,2405:0203:c3f4:7A1F:0000:0000:0000:0010,123
CRYT3035320,2405:0203:c3f4:82A0:0000:0000:0000:0010,123
CRYT3027116,2405:0203:c3f4:4C77:0000:0000:0000:0010,123
CRYT3161150,2405:0203:c3f4:F4EC:0000:0000:0000:0010,123
CRYT3018090,2405:0203:c3f4:3F79:0000:0000:0000:0010,123
CRYT3072669,2405:0203:c3f4:8A77:0000:0000:0000:0010,123
CRYT3159933,2405:0203:c3f9:B522:0000:0000:0000:0010,123
CRYT3065013,2405:0203:c3f4:97B2:0000:0000:0000:0010,123
CRYT3032109,2405:0203:c3f4:B3B1:0000:0000:0000:0010,123
CRYT3031847,2405:0203:c3f4:B327:0000:0000:0000:0010,123
CRYT3386163,2405:0203:c3e0:B157:0000:0000:0000:0010,123
CRYT3157696,2405:0203:c3f4:DE62:0000:0000:0000:0010,123
CRYT3151106,2405:0203:c3f9:BF00:0000:0000:0000:0010,123
CRYT3044873,2405:0203:c3f4:72A6:0000:0000:0000:0010,123
CRYT3016771,2405:0203:c3f4:43F7:0000:0000:0000:0010,123
CRYT3150074,2405:0203:c3f9:6101:0000:0000:0000:0010,123
CRYT3071144,2405:0203:c3f4:C60B:0000:0000:0000:0010,123
CRYT3159374,2405:0203:c3f9:B403:0000:0000:0000:0010,123
CRYT3156399,2405:0203:c3f9:AAD8:0000:0000:0000:0010,123
CRYT3160941,2405:0203:c3f4:F4DA:0000:0000:0000:0010,123
CRYT3160012,2405:0203:c3f4:F074:0000:0000:0000:0010,123
CRYT3163074,2405:0203:c3f9:AF37:0000:0000:0000:0010,123
CRYT3150053,2405:0203:c3f9:6119:0000:0000:0000:0010,123
CRYT3160530,2405:0203:c3f9:9A6E:0000:0000:0000:0010,123
CRYT3073268,2405:0203:c3f4:C37B:0000:0000:0000:0010,123
CRYT3160320,2405:0203:c3f9:9A0F:0000:0000:0000:0010,123
CRYT3030758,2405:0203:c3f4:B848:0000:0000:0000:0010,123
CRYT3044096,2405:0203:c3f4:778E:0000:0000:0000:0010,123
CRYT3033548,2405:0203:c3f4:A0DA:0000:0000:0000:0010,123
CRYT3035272,2405:0203:c3f4:8227:0000:0000:0000:0010,123
CRYT3151658,2405:0203:c3f9:9894:0000:0000:0000:0010,123
CRYT3026466,2405:0203:c3f4:3CC6:0000:0000:0000:0010,123
CRYT3035070,2405:0203:c3f4:79A0:0000:0000:0000:0010,123
CRYT3150624,2405:0203:c3f9:65FF:0000:0000:0000:0010,123
CRYT3030567,2405:0203:c3f4:B7ED:0000:0000:0000:0010,123
CRYT3160739,2405:0203:c3f9:A3AF:0000:0000:0000:0010,123
CRYT3346002,2405:0203:c3e0:9E3F:0000:0000:0000:0010,123
CRYT3070757,2405:0203:c3f4:C344:0000:0000:0000:0010,123
CRYT3026650,2405:0203:c3f4:4996:0000:0000:0000:0010,123
CRYT3163784,2405:0203:c3f9:AC13:0000:0000:0000:0010,123
CRYT3019184,2405:0203:c3f4:596D:0000:0000:0000:0010,123
CRYT3041436,2405:0203:c3f4:A4FC:0000:0000:0000:0010,123
CRYT3026600,2405:0203:c3f4:489A:0000:0000:0000:0010,123
CRYT3029138,2405:0203:c3f4:5CBB:0000:0000:0000:0010,123
CRYT3043393,2405:0203:c3f4:639C:0000:0000:0000:0010,123
CRYT3070143,2405:0203:c3f4:804F:0000:0000:0000:0010,123
CRYT3069469,2405:0203:c3f4:C1E1:0000:0000:0000:0010,123
CRYT3019515,2405:0203:c3f4:6E92:0000:0000:0000:0010,123
CRYT3163951,2405:0203:c3f9:AFFC:0000:0000:0000:0010,123
CRYT3073114,2405:0203:c3f4:CDAE:0000:0000:0000:0010,123
CRYT3068844,2405:0203:c3f4:D165:0000:0000:0000:0010,123
CRYT3065068,2405:0203:c3f4:94BA:0000:0000:0000:0010,123
CRYT3155887,2405:0203:c3f4:E4AC:0000:0000:0000:0010,123
CRYT3030795,2405:0203:c3f4:B82C:0000:0000:0000:0010,123
CRYT3157928,2405:0203:c3f9:AD14:0000:0000:0000:0010,123
CRYT3067206,2405:0203:c3f4:D2E3:0000:0000:0000:0010,123
CRYT3311590,2405:0203:c3fa:A9F8:0000:0000:0000:0010,123
CRYT3069312,2405:0203:c3f4:C524:0000:0000:0000:0010,123
CRYT3151651,2405:0203:c3f9:98C8:0000:0000:0000:0010,123
CRYT3150071,2405:0203:c3f9:6106:0000:0000:0000:0010,123
CRYT3015326,2405:0203:c3f4:5249:0000:0000:0000:0010,123
CRYT3156125,2405:0203:c3f9:ADD7:0000:0000:0000:0010,123
CRYT3153577,2405:0203:c3f4:F0FD:0000:0000:0000:0010,123
CRYT3029902,2405:0203:c3f4:849F:0000:0000:0000:0010,123
CRYT3074162,2405:0203:c3f9:7077:0000:0000:0000:0010,123
CRYT3033178,2405:0203:c3f4:A132:0000:0000:0000:0010,123
CRYT3036332,2405:0203:c3f4:85FE:0000:0000:0000:0010,123
CRYT3065101,2405:0203:c3f4:9712:0000:0000:0000:0010,123
CRYT3016974,2405:0203:c3f4:43DF:0000:0000:0000:0010,123
CRYT3026003,2405:0203:c3f4:40A5:0000:0000:0000:0010,123
CRYT3071694,2405:0203:c3f4:89F5:0000:0000:0000:0010,123
CRYT3068732,2405:0203:c3f4:CF4D:0000:0000:0000:0010,123
CRYT3065504,2405:0203:c3f4:692B:0000:0000:0000:0010,123
CRYT3163684,2405:0203:c3f9:B04B:0000:0000:0000:0010,123
CRYT3155004,2405:0203:c3f4:EA40:0000:0000:0000:0010,123
CRYT3155248,2405:0203:c3f4:EE3A:0000:0000:0000:0010,123
CRYT3033582,2405:0203:c3f4:A0CA:0000:0000:0000:0010,123
CRYT3030498,2405:0203:c3f4:BB2D:0000:0000:0000:0010,123
CRYT3159542,2405:0203:c3f9:BA94:0000:0000:0000:0010,123
CRYT3159812,2405:0203:c3f9:B856:0000:0000:0000:0010,123
CRYT3044355,2405:0203:c3f4:85EC:0000:0000:0000:0010,123
CRYT3156678,2405:0203:c3f9:B7CC:0000:0000:0000:0010,123
CRYT3043013,2405:0203:c3f4:934D:0000:0000:0000:0010,123
CRYT3037253,2405:0203:c3f4:6FA2:0000:0000:0000:0010,123
CRYT3163010,2405:0203:c3f9:AE90:0000:0000:0000:0010,123
CRYT3034350,2405:0203:c3f4:9D78:0000:0000:0000:0010,123
CRYT3026035,2405:0203:c3f4:4101:0000:0000:0000:0010,123
CRYT3066013,2405:0203:c3f4:7DA3:0000:0000:0000:0010,123
CRYT3028709,2405:0203:c3f4:5A43:0000:0000:0000:0010,123
CRYT3035305,2405:0203:c3f4:82D6:0000:0000:0000:0010,123
CRYT3163798,2405:0203:c3f9:ABE0:0000:0000:0000:0010,123
CRYT3162225,2405:0203:c3f4:E9F5:0000:0000:0000:0010,123
CRYT3067819,2405:0203:c3f4:D436:0000:0000:0000:0010,123
CRYT3015198,2405:0203:c3f4:465D:0000:0000:0000:0010,123
CRYT3152791,2405:0203:c3f4:F561:0000:0000:0000:0010,123
CRYT3152614,2405:0203:c3f9:A536:0000:0000:0000:0010,123
CRYT3070085,2405:0203:c3f4:8117:0000:0000:0000:0010,123
CRYT3066313,2405:0203:c3f4:836D:0000:0000:0000:0010,123
CRYT3042445,2405:0203:c3f4:A0BA:0000:0000:0000:0010,123
CRYT3028676,2405:0203:c3f4:5A2A:0000:0000:0000:0010,123
CRYT3033073,2405:0203:c3f4:AF01:0000:0000:0000:0010,123
CRYT3150767,2405:0203:c3f9:A142:0000:0000:0000:0010,123
CRYT3152132,2405:0203:c3f9:C174:0000:0000:0000:0010,123
CRYT3037986,2405:0203:c3f4:98C0:0000:0000:0000:0010,123
CRYT3040809,2405:0203:c3f4:BDC3:0000:0000:0000:0010,123
CRYT3034191,2405:0203:c3f4:AAED:0000:0000:0000:0010,123
CRYT3034451,2405:0203:c3f4:9D3B:0000:0000:0000:0010,123
CRYT3155166,2405:0203:c3f4:EEA9:0000:0000:0000:0010,123
CRYT3044749,2405:0203:c3f4:694C:0000:0000:0000:0010,123
CRYT3072911,2405:0203:c3f4:8B52:0000:0000:0000:0010,123
CRYT3041829,2405:0203:c3f4:A237:0000:0000:0000:0010,123
CRYT3029636,2405:0203:c3f4:6CA8:0000:0000:0000:0010,123
CRYT3151355,2405:0203:c3f9:C094:0000:0000:0000:0010,123
CRYT3162223,2405:0203:c3f4:EA07:0000:0000:0000:0010,123
CRYT3337025,2405:0203:c3fa:D1D8:0000:0000:0000:0010,123
CRYT3153268,2405:0203:c3f9:9E77:0000:0000:0000:0010,123
CRYT3158240,2405:0203:c3f9:AB80:0000:0000:0000:0010,123
CRYT3065141,2405:0203:c3f4:7F2D:0000:0000:0000:0010,123
CRYT3152501,2405:0203:c3f9:A2D3:0000:0000:0000:0010,123
CRYT3040728,2405:0203:c3f4:BD3D:0000:0000:0000:0010,123
CRYT3160210,2405:0203:c3f9:9A09:0000:0000:0000:0010,123
CRYT3016703,2405:0203:c3f4:3E5C:0000:0000:0000:0010,123
CRYT3026079,2405:0203:c3f4:3CFB:0000:0000:0000:0010,123
CRYT3302115,2405:0203:c3e0:25FD:0000:0000:0000:0010,123
CRYT3157608,2405:0203:c3f4:F7F9:0000:0000:0000:0010,123
CRYT3162219,2405:0203:c3f4:E9C5:0000:0000:0000:0010,123
CRYT3015923,2405:0203:c3f4:5663:0000:0000:0000:0010,123
CRYT3025182,2405:0203:c3f4:434C:0000:0000:0000:0010,123
CRYT3072059,2405:0203:c3f9:8C25:0000:0000:0000:0010,123
CRYT3066997,2405:0203:c3f4:CA33:0000:0000:0000:0010,123
CRYT3036285,2405:0203:c3f4:6976:0000:0000:0000:0010,123
CRYT3040056,2405:0203:c3f4:BAD0:0000:0000:0000:0010,123
CRYT3018959,2405:0203:c3f4:6230:0000:0000:0000:0010,123
CRYT3338353,2405:0203:c3fa:E29B:0000:0000:0000:0010,123
CRYT3030573,2405:0203:c3f4:B7D5:0000:0000:0000:0010,123
CRYT3162666,2405:0203:c3f4:F386:0000:0000:0000:0010,123
CRYT3152418,2405:0203:c3f9:BF67:0000:0000:0000:0010,123
CRYT3153915,2405:0203:c3f4:F49F:0000:0000:0000:0010,123
CRYT3035338,2405:0203:c3f4:829D:0000:0000:0000:0010,123
CRYT3030157,2405:0203:c3f4:C171:0000:0000:0000:0010,123
CRYT3029805,2405:0203:c3f4:610E:0000:0000:0000:0010,123
CRYT3162314,2405:0203:c3f4:E9AB:0000:0000:0000:0010,123
CRYT3160660,2405:0203:c3f9:9DCA:0000:0000:0000:0010,123
CRYT3035016,2405:0203:c3f4:79F3:0000:0000:0000:0010,123
CRYT3152682,2405:0203:c3f9:9A30:0000:0000:0000:0010,123
CRYT3030058,2405:0203:c3f4:B63D:0000:0000:0000:0010,123
CRYT3017228,2405:0203:c3f4:516C:0000:0000:0000:0010,123
CRYT3042624,2405:0203:c3f4:9E7B:0000:0000:0000:0010,123
CRYT3151551,2405:0203:c3f9:9F1B:0000:0000:0000:0010,123
CRYT3164256,2405:0203:c3f4:E1F6:0000:0000:0000:0010,123
CRYT3162244,2405:0203:c3f4:EE49:0000:0000:0000:0010,123
CRYT3161112,2405:0203:c3f9:9B1A:0000:0000:0000:0010,123
CRYT3016639,2405:0203:c3f4:3E31:0000:0000:0000:0010,123
CRYT3025610,2405:0203:c3f4:3BF8:0000:0000:0000:0010,123
CRYT3387401,2405:0203:c3e0:6EFB:0000:0000:0000:0010,123
CRYT3029640,2405:0203:c3f4:6CDC:0000:0000:0000:0010,123
CRYT3158146,2405:0203:c3f9:B835:0000:0000:0000:0010,123
CRYT3155888,2405:0203:c3f4:E789:0000:0000:0000:0010,123
CRYT3161412,2405:0203:c3f9:9D36:0000:0000:0000:0010,123
CRYT3043847,2405:0203:c3f4:6BF8:0000:0000:0000:0010,123
CRYT3033083,2405:0203:c3f4:AF5E:0000:0000:0000:0010,123
CRYT3037000,2405:0203:c3f4:6860:0000:0000:0000:0010,123
CRYT3037057,2405:0203:c3f4:7BA5:0000:0000:0000:0010,123
CRYT3042000,2405:0203:c3f4:A115:0000:0000:0000:0010,123
CRYT3150384,2405:0203:c3f9:A0A1:0000:0000:0000:0010,123
CRYT3164617,2405:0203:c3f9:BA92:0000:0000:0000:0010,123
CRYT3031571,2405:0203:c3f4:B39F:0000:0000:0000:0010,123
CRYT3039194,2405:0203:c3f4:994A:0000:0000:0000:0010,123
CRYT3164657,2405:0203:c3f9:BA9C:0000:0000:0000:0010,123
CRYT3155614,2405:0203:c3f4:F74F:0000:0000:0000:0010,123
CRYT3028885,2405:0203:c3f4:5FB6:0000:0000:0000:0010,123
CRYT3067916,2405:0203:c3f4:D11A:0000:0000:0000:0010,123
CRYT3072663,2405:0203:c3f9:8855:0000:0000:0000:0010,123
CRYT3155069,2405:0203:c3f4:E62B:0000:0000:0000:0010,123
CRYT3069675,2405:0203:c3f4:C4C8:0000:0000:0000:0010,123
CRYT3043169,2405:0203:c3f4:933C:0000:0000:0000:0010,123
CRYT3043903,2405:0203:c3f4:7FC3:0000:0000:0000:0010,123
CRYT3067292,2405:0203:c3f4:C7DB:0000:0000:0000:0010,123
CRYT3044903,2405:0203:c3f4:72B9:0000:0000:0000:0010,123
CRYT3157566,2405:0203:c3f4:F6F8:0000:0000:0000:0010,123
CRYT3031762,2405:0203:c3f4:B4ED:0000:0000:0000:0010,123
CRYT3043906,2405:0203:c3f4:6BB7:0000:0000:0000:0010,123
CRYT3033750,2405:0203:c3f4:A91E:0000:0000:0000:0010,123
CRYT3035357,2405:0203:c3f4:82DF:0000:0000:0000:0010,123
CRYT3153263,2405:0203:c3f9:A018:0000:0000:0000:0010,123
CRYT3035334,2405:0203:c3f4:82A5:0000:0000:0000:0010,123
CRYT3154571,2405:0203:c3f9:A7B8:0000:0000:0000:0010,123
CRYT3030367,2405:0203:c3f4:BB47:0000:0000:0000:0010,123
CRYT3026180,2405:0203:c3f4:3A8A:0000:0000:0000:0010,123
CRYT3018420,2405:0203:c3f4:5105:0000:0000:0000:0010,123
CRYT3035758,2405:0203:c3f4:7F83:0000:0000:0000:0010,123
CRYT3026221,2405:0203:c3f4:3AC6:0000:0000:0000:0010,123
CRYT3069726,2405:0203:c3f4:B7F9:0000:0000:0000:0010,123
CRYT3160991,2405:0203:c3f4:EFA4:0000:0000:0000:0010,123
CRYT3152590,2405:0203:c3f9:A30B:0000:0000:0000:0010,123
CRYT3069029,2405:0203:c3f4:CEE2:0000:0000:0000:0010,123
CRYT3019076,2405:0203:c3f4:5822:0000:0000:0000:0010,123
CRYT3065970,2405:0203:c3f4:6E4D:0000:0000:0000:0010,123
CRYT3070510,2405:0203:c3f4:D4BA:0000:0000:0000:0010,123
CRYT3073863,2405:0203:c3f9:869C:0000:0000:0000:0010,123
CRYT3031763,2405:0203:c3f4:B345:0000:0000:0000:0010,123
CRYT3153820,2405:0203:c3f4:F063:0000:0000:0000:0010,123
CRYT3069562,2405:0203:c3f4:C211:0000:0000:0000:0010,123
CRYT3034697,2405:0203:c3f4:9C6F:0000:0000:0000:0010,123
CRYT3151659,2405:0203:c3f9:98D2:0000:0000:0000:0010,123
CRYT3346210,2405:0203:c3e0:7E9A:0000:0000:0000:0010,123
CRYT3151459,2405:0203:c3f9:9F75:0000:0000:0000:0010,123
CRYT3041222,2405:0203:c3f4:B55F:0000:0000:0000:0010,123
CRYT3068854,2405:0203:c3f4:CAF9:0000:0000:0000:0010,123
CRYT3162627,2405:0203:c3f4:F6C5:0000:0000:0000:0010,123
CRYT3150852,2405:0203:c3f9:A16D:0000:0000:0000:0010,123
CRYT3161535,2405:0203:c3f9:A60E:0000:0000:0000:0010,123
CRYT3069206,2405:0203:c3f4:C432:0000:0000:0000:0010,123
CRYT3026507,2405:0203:c3f4:3AC4:0000:0000:0000:0010,123
CRYT3065357,2405:0203:c3f4:7E5C:0000:0000:0000:0010,123
CRYT3034839,2405:0203:c3f4:9C1E:0000:0000:0000:0010,123
CRYT3032852,2405:0203:c3f4:B09C:0000:0000:0000:0010,123
CRYT3029822,2405:0203:c3f4:4613:0000:0000:0000:0010,123
CRYT3039396,2405:0203:c3f4:75F8:0000:0000:0000:0010,123
CRYT3033689,2405:0203:c3f4:A057:0000:0000:0000:0010,123
CRYT3151038,2405:0203:c3f9:A172:0000:0000:0000:0010,123
CRYT3158959,2405:0203:c3f9:B4A8:0000:0000:0000:0010,123
CRYT3071289,2405:0203:c3f4:C53F:0000:0000:0000:0010,123
CRYT3065453,2405:0203:c3f4:718D:0000:0000:0000:0010,123
CRYT3015718,2405:0203:c3f4:562A:0000:0000:0000:0010,123
CRYT3033654,2405:0203:c3f4:9E52:0000:0000:0000:0010,123
CRYT3150768,2405:0203:c3f9:66CA:0000:0000:0000:0010,123
CRYT3016673,2405:0203:c3f4:3DFF:0000:0000:0000:0010,123
CRYT3043484,2405:0203:c3f4:7834:0000:0000:0000:0010,123
CRYT3036896,2405:0203:c3f4:7C53:0000:0000:0000:0010,123
CRYT3162035,2405:0203:c3f4:E831:0000:0000:0000:0010,123
CRYT3160858,2405:0203:c3f9:9E60:0000:0000:0000:0010,123
CRYT3163663,2405:0203:c3f9:AC26:0000:0000:0000:0010,123
CRYT3038172,2405:0203:c3f4:65B2:0000:0000:0000:0010,123
CRYT3033123,2405:0203:c3f4:AF5B:0000:0000:0000:0010,123
CRYT3033534,2405:0203:c3f4:A093:0000:0000:0000:0010,123
CRYT3368592,2405:0203:c3e0:E5F7:0000:0000:0000:0010,123
CRYT3041449,2405:0203:c3f4:A4F5:0000:0000:0000:0010,123
CRYT3150100,2405:0203:c3f9:60CC:0000:0000:0000:0010,123
CRYT3150895,2405:0203:c3f9:A164:0000:0000:0000:0010,123
CRYT3018192,2405:0203:c3f4:45DA:0000:0000:0000:0010,123
CRYT3157328,2405:0203:c3f4:EAA0:0000:0000:0000:0010,123
CRYT3033874,2405:0203:c3f4:A967:0000:0000:0000:0010,123
CRYT3017119,2405:0203:c3f4:46F1:0000:0000:0000:0010,123
CRYT3030474,2405:0203:c3f4:B79C:0000:0000:0000:0010,123
CRYT3154879,2405:0203:c3f4:E592:0000:0000:0000:0010,123
CRYT3039224,2405:0203:c3f4:74AF:0000:0000:0000:0010,123
CRYT3070325,2405:0203:c3f4:CCE6:0000:0000:0000:0010,123
CRYT3029396,2405:0203:c3f4:5DC6:0000:0000:0000:0010,123
CRYT3043104,2405:0203:c3f4:947B:0000:0000:0000:0010,123
CRYT3152330,2405:0203:c3f9:A256:0000:0000:0000:0010,123
CRYT3164917,2405:0203:c3f9:B38A:0000:0000:0000:0010,123
CRYT3019543,2405:0203:c3f4:83C4:0000:0000:0000:0010,123
CRYT3032555,2405:0203:c3f4:A304:0000:0000:0000:0010,123
CRYT3066009,2405:0203:c3f4:7DCE:0000:0000:0000:0010,123
CRYT3042903,2405:0203:c3f4:A011:0000:0000:0000:0010,123
CRYT3156754,2405:0203:c3f9:B5EB:0000:0000:0000:0010,123
CRYT3030798,2405:0203:c3f4:B857:0000:0000:0000:0010,123
CRYT3036961,2405:0203:c3f4:6906:0000:0000:0000:0010,123
CRYT3025183,2405:0203:c3f4:4298:0000:0000:0000:0010,123
CRYT3164500,2405:0203:c3f4:F45E:0000:0000:0000:0010,123
CRYT3160678,2405:0203:c3f9:A40A:0000:0000:0000:0010,123
CRYT3153752,2405:0203:c3f9:A01D:0000:0000:0000:0010,123
CRYT3073021,2405:0203:c3f4:CD75:0000:0000:0000:0010,123
CRYT3041515,2405:0203:c3f4:A473:0000:0000:0000:0010,123
CRYT3069378,2405:0203:c3f4:C500:0000:0000:0000:0010,123
CRYT3019781,2405:0203:c3f4:8518:0000:0000:0000:0010,123
CRYT3037765,2405:0203:c3f4:7CC5:0000:0000:0000:0010,123
CRYT3154880,2405:0203:c3f4:E5C7:0000:0000:0000:0010,123
CRYT3017022,2405:0203:c3f4:4D94:0000:0000:0000:0010,123
CRYT3040858,2405:0203:c3f4:B1C9:0000:0000:0000:0010,123
CRYT3159544,2405:0203:c3f9:BA64:0000:0000:0000:0010,123
CRYT3069080,2405:0203:c3f4:CE4E:0000:0000:0000:0010,123
CRYT3334491,2405:0203:c3f9:4B63:0000:0000:0000:0010,123
CRYT3067016,2405:0203:c3f4:C95F:0000:0000:0000:0010,123
CRYT3071854,2405:0203:c3f4:8A14:0000:0000:0000:0010,123
CRYT3070994,2405:0203:c3f4:C6A7:0000:0000:0000:0010,123
CRYT3164360,2405:0203:c3f4:E2DE:0000:0000:0000:0010,123
CRYT3069432,2405:0203:c3f4:C405:0000:0000:0000:0010,123
CRYT3029310,2405:0203:c3f4:8509:0000:0000:0000:0010,123
CRYT3032396,2405:0203:c3f4:A7AB:0000:0000:0000:0010,123
CRYT3067277,2405:0203:c3f4:C73A:0000:0000:0000:0010,123
CRYT3038006,2405:0203:c3f4:7D80:0000:0000:0000:0010,123
CRYT3159759,2405:0203:c3f9:B8B4:0000:0000:0000:0010,123
CRYT3157549,2405:0203:c3f4:F6FA:0000:0000:0000:0010,123
CRYT3153670,2405:0203:c3f9:A051:0000:0000:0000:0010,123
CRYT3069228,2405:0203:c3f4:C44F:0000:0000:0000:0010,123
CRYT3158004,2405:0203:c3f9:ACE2:0000:0000:0000:0010,123
CRYT3025601,2405:0203:c3f4:3BD7:0000:0000:0000:0010,123
CRYT3042658,2405:0203:c3f4:A9C9:0000:0000:0000:0010,123
CRYT3033008,2405:0203:c3f4:AD33:0000:0000:0000:0010,123
CRYT3044397,2405:0203:c3f4:80A0:0000:0000:0000:0010,123
CRYT3019950,2405:0203:c3f4:762C:0000:0000:0000:0010,123
CRYT3033720,2405:0203:c3f4:9E33:0000:0000:0000:0010,123
CRYT3031378,2405:0203:c3f4:BE52:0000:0000:0000:0010,123
CRYT3163558,2405:0203:c3f9:A9C9:0000:0000:0000:0010,123
CRYT3158730,2405:0203:c3f4:EBA5:0000:0000:0000:0010,123
CRYT3152339,2405:0203:c3f9:A230:0000:0000:0000:0010,123
CRYT3164803,2405:0203:c3f9:BBAA:0000:0000:0000:0010,123
CRYT3151115,2405:0203:c3f9:A14F:0000:0000:0000:0010,123
CRYT3035204,2405:0203:c3f4:7B12:0000:0000:0000:0010,123
CRYT3019293,2405:0203:c3f4:5746:0000:0000:0000:0010,123
